"word","syllables"
"biparental",4
"bipartisan",4
"biped",2
"biplane",2
"biracial",3
"birch",1
"bird",1
"birdie",2
"biretta",3
"birth",1
"biscuit",2
"bisect",2
"bisexual",4
"bishop",2
"bismuth",2
"bison",2
"bisque",1
"bistro",2
"bit",1
"bitch",1
"bite",1
"biting",2
"bitten",2
"bitter",2
"bittern",2
"bitters",2
"bittersweet",3
"bitumen",3
"bivalve",2
"bivouac",3
"bizarre",2
"blab",1
"black",1
"blackamoor",3
"blackball",2
"blacken",2
"blackguard",2
"blackhead",2
"blacklist",2
"bladder",2
"blade",1
"blain",1
"blame",1
"blanch",1
"blancmange",2
"bland",1
"blandishment",3
"blank",1
"blanket",2
"blare",1
"blarney",2
"blase",2
"blaspheme",2
"blasphemy",3
"blast",1
"blatant",2
"blather",2
"blaze",1
"blazer",2
"blazon",2
"bleach",1
"bleachers",2
"bleak",1
"blear",1
"bleary",2
"bleat",1
"bled",1
"bleed",1
"blemish",2
"blench",1
"blend",1
"bless",1
"blessed",2
"blest",1
"blew",1
"blight",1
"blimp",1
"blind",1
"blindfold",2
"blink",1
"blinker",2
"blintz",1
"blintze",2
"bliss",1
"blister",2
"blithe",1
"blitz",1
"blitzkrieg",2
"blizzard",2
"bloat",1
"bloater",2
"blob",1
"bloc",1
"block",1
"blockade",2
"blockbuster",3
"blockhead",2
"blonde",1
"blood",1
"blooded",2
"bloodshed",2
"bloom",1
"bloomers",2
"blooper",2
"blossom",2
"blot",1
"blotch",1
"blotter",2
"blouse",1
"blow",1
"blowgun",2
"blown",1
"blowsy",2
"blowtorch",2
"blowy",2
"blubber",2
"blucher",2
"bludgeon",2
"blue",1
"bluebell",2
"blueing",2
"bluenose",2
"bluepoint",2
"blues",1
"bluestocking",3
"bluet",2
"bluff",1
"bluish",2
"blunder",2
"blunt",1
"blur",1
"blurb",1
"blurt",1
"blush",1
"bluster",2
"boa",2
"boar",1
"board",1
"boast",1
"boat",1
"boathouse",2
"boatman",2
"boatswain",2
"bob",1
"bobbin",2
"bobble",2
"bobby",2
"bobcat",2
"bobolink",3
"bobsled",2
"bobwhite",2
"boccie",2
"bock",1
"bode",1
"bodice",2
"bodiless",3
"bodily",3
"bodkin",2
"body",2
"boer",1
"bog",1
"bogeyman",3
"bogie",2
"bogus",2
"bohemian",4
"boil",1
"boisterous",3
"bold",1
"bole",1
"bolero",3
"bolivar",3
"bolivares",4
"boliviano",5
"boll",1
"bolo",2
"bologna",4
"bolshevik",3
"bolshevism",4
"bolster",2
"bolt",1
"bolus",2
"bomb",1
"bombard",2
"bombardier",3
"bombast",2
"bombastic",3
"bombazine",3
"bomber",2
"bombproof",2
"bombshell",2
"bonanza",3
"bonbon",2
"bond",1
"bondage",2
"bondholder",3
"bondman",2
"bondsman",2
"bondwoman",3
"bone",1
"boner",2
"bonfire",2
"bongo",2
"bonhomie",3
"bonito",3
"bonnet",2
"bonnie",2
"bonsai",2
"bonus",2
"boo",1
"booby",2
"boodle",2
"book",1
"booklet",2
"boom",1
"boomerang",3
"boomtown",2
"boon",1
"boondoggling",4
"boor",1
"boost",1
"boot",1
"booth",1
"booths",1
"bootie",2
"bootleg",2
"bootless",2
"booty",2
"booze",1
"borax",2
"border",2
"bore",1
"boreal",3
"boredom",2
"born",1
"borne",1
"boron",2
"borough",2
"borrow",2
"borscht",1
"bosh",1
"bosky",2
"bosom",2
"boss",1
"botanical",4
"botanist",3
"botany",3
"botch",1
"both",1
"bother",2
"bottle",2
"bottom",2
"boudoir",2
"bouffant",2
"bough",1
"bought",1
"boulder",2
"boulevard",3
"bounce",1
"bound",1
"boundary",3
"bounden",2
"bounteous",3
"bountiful",3
"bounty",2
"bouquet",2
"bourbon",2
"bourgeois",2
"bourgeoisie",3
"bourne",1
"bourse",1
"bout",1
"boutique",2
"boutonniere",3
"bovine",2
"bow",1
"bowdlerize",3
"bowel",2
"bower",2
"bowl",1
"bowleg",2
"bowler",2
"bowman",2
"bowsprit",2
"bowstring",2
"box",1
"boy",1
"boycott",2
"bra",1
"brace",1
"bracken",2
"bracket",2
"brackish",2
"bract",1
"brad",1
"brae",1
"brag",1
"braggadocio",5
"braggart",2
"brahmin",2
"braid",1
"braille",1
"brain",1
"braise",1
"brake",1
"bramble",2
"bran",1
"branch",1
"brand",1
"brandish",2
"brandy",2
"brash",1
"brass",1
"brassiere",2
"brat",1
"bravado",3
"brave",1
"bravery",3
"bravo",2
"bravura",3
"brawl",1
"brawn",1
"bray",1
"braze",1
"brazen",2
"brazier",2
"brazilian",3
"breach",1
"bread",1
"breadth",1
"breadwinner",3
"break",1
"breakage",2
"breakdown",2
"breakfast",2
"breakout",2
"breakwater",3
"bream",1
"breast",1
"breastbone",2
"breastwork",2
"breath",1
"breathe",1
"breathtaking",3
"bred",1
"breech",1
"breed",1
"breeze",1
"breezeway",2
"brethren",3
"brevet",2
"breviary",3
"brevity",3
"brew",1
"briar",2
"bribe",1
"brick",1
"bridal",2
"bride",1
"bridesmaid",2
"bridge",1
"bridle",2
"brief",1
"brig",1
"brigade",2
"brigand",2
"brigantine",3
"bright",1
"brighten",2
"brilliant",2
"brilliantine",3
"brim",1
"brimstone",2
"brindled",2
"brine",1
"bring",1
"brink",1
"brio",2
"brioche",2
"briquet",2
"brisk",1
"brisket",2
"bristle",2
"bristling",2
"britannic",3
"british",2
"briton",2
"brittle",2
"broach",1
"broad",1
"broaden",2
"broadsword",2
"brocade",2
"broccoli",3
"brochette",2
"brochure",2
"brogan",2
"brogue",1
"broider",2
"broil",1
"broke",1
"broken",2
"brokenhearted",4
"broker",2
"bromidic",3
"bronchi",2
"bronchial",3
"bronchitis",3
"bronchus",2
"bronco",2
"bronze",1
"brooch",1
"brood",1
"brook",1
"broom",1
"broth",1
"brothel",2
"brother",2
"brougham",2
"brought",1
"brouhaha",3
"brow",1
"brown",1
"brownie",2
"brownstone",2
"browse",1
"bruin",2
"bruise",1
"bruit",1
"brunch",1
"brunette",2
"brunt",1
"brush",1
"brusque",1
"brutal",2
"brutality",4
"brutally",3
"brute",1
"bubble",2
"buboes",2
"buccaneer",3
"buck",1
"bucket",2
"buckle",2
"buckler",2
"buckram",2
"bucksaw",2
"bucolic",3
"bud",1
"buddhism",3
"buddhist",2
"buddy",2
"budge",1
"budgerigar",4
"budget",2
"buff",1
"buffalo",3
"buffer",2
"buffet",2
"buffoon",2
"bug",1
"bugaboo",3
"bugbear",2
"buggy",2
"bugle",2
"build",1
"built",1
"bulb",1
"bulbous",2
"bulbul",2
"bulgarian",4
"bulge",1
"bulk",1
"bulkhead",2
"bull",1
"bullet",2
"bulletin",3
"bullfight",2
"bullion",2
"bullock",2
"bully",2
"bulrush",2
"bulwark",2
"bum",1
"bumblebee",3
"bump",1
"bumpkin",2
"bumptious",2
"bun",1
"bunch",1
"buncombe",2
"bundle",2
"bung",1
"bungalow",3
"bunghole",2
"bungle",2
"bunion",2
"bunk",1
"bunker",2
"bunko",2
"bunt",1
"bunting",2
"buoy",2
"buoyancy",3
"bur",1
"burden",2
"burdock",2
"bureau",2
"bureaucracy",4
"bureaucrat",3
"bureaucratic",4
"burgee",2
"burgeon",2
"burgess",2
"burgh",2
"burgher",2
"burglarious",4
"burglarize",3
"burglary",3
"burgomaster",4
"burgundy",3
"burial",3
"burlap",2
"burlesque",2
"burly",2
"burmese",2
"burn",1
"burned",1
"burnish",2
"burnous",2
"burnt",1
"burp",1
"burr",1
"burro",2
"burrow",2
"bursa",2
"bursar",2
"bursitis",3
"burst",1
"bury",2
"bus",1
"busboy",2
"busby",2
"bush",1
"bushel",2
"bushing",2
"bushwhack",2
"busily",3
"business",2
"buskin",2
"buss",1
"bust",1
"bustle",2
"busy",2
"busybody",4
"but",1
"butcher",2
"butler",2
"butt",1
"butte",1
"butter",2
"butterfingered",4
"butterfingers",4
"butterfly",3
"buttocks",2
"button",2
"buttress",2
"buxom",2
"buy",1
"buzz",1
"buzzard",2
"by",1
"bye",1
"byelaw",2
"bygone",2
"bypass",2
"cab",1
"cabal",2
"cabana",3
"cabaret",3
"cabbage",2
"cabbie",2
"cabin",2
"cabinet",3
"cable",2
"cablegram",3
"caboose",2
"cabriolet",4
"cabstand",2
"cacao",2
"cache",1
"cachet",2
"cackle",2
"cacophony",4
"cactus",2
"cad",1
"cadaver",3
"cadaverous",4
"caddy",2
"cadence",2
"cadenza",3
"cadet",2
"cadge",1
"cadmium",3
"cadre",2
"caduceus",4
"caesar",2
"caesura",3
"cafe",2
"cafeteria",5
"caffeine",2
"caftan",2
"cage",1
"cahoot",2
"cairn",1
"caisson",2
"caitiff",2
"cajole",2
"cajun",2
"cake",1
"calabash",3
"calamine",3
"calamity",4
"calcareous",4
"calcification",5
"calcify",3
"calcimine",3
"calcination",4
"calcine",2
"calcium",3
"calculate",3
"calculation",4
"calculative",4
"calculus",3
"caldron",2
"calendar",3
"calends",2
"calf",1
"calibrate",3
"calibration",4
"calibrator",4
"calibre",3
"calico",3
"calif",2
"californium",5
"calisthenics",4
"calk",1
"call",1
"calla",2
"calligraphy",4
"calling",2
"calliope",4
"calliper",3
"callosity",4
"callous",2
"callow",2
"callus",2
"calm",1
"calomel",3
"caloric",3
"calorie",3
"calorific",4
"calorimeter",5
"calumet",3
"calumniate",4
"calumnious",4
"calumny",3
"calve",1
"calves",1
"calvinism",4
"calvinistic",4
"calypso",3
"calyx",2
"cam",1
"camaraderie",5
"camber",2
"cambium",3
"cambric",2
"came",1
"camel",2
"camelia",3
"camelopard",4
"cameo",3
"camera",3
"camisole",3
"camouflage",3
"camp",1
"campaign",2
"campanile",4
"camphor",2
"camporee",3
"campstool",2
"campus",2
"camshaft",2
"can",1
"canadian",4
"canaille",2
"canal",2
"canalize",3
"canape",3
"canard",2
"canary",3
"canasta",3
"cancan",2
"cancel",2
"cancellation",4
"cancer",2
"cancerous",3
"candelabra",4
"candescent",3
"candid",2
"candidacy",4
"candidate",3
"candied",2
"candle",2
"candlelight",3
"candor",2
"candy",2
"cane",1
"canine",2
"canister",3
"canker",2
"canned",1
"canner",2
"cannery",3
"cannibal",3
"cannibalistic",5
"cannibalize",4
"cannon",2
"cannonade",3
"cannonball",3
"cannoneer",3
"cannot",2
"canny",2
"canoe",2
"canon",2
"canonical",4
"canonization",5
"canonize",3
"canopy",3
"cant",1
"cantabile",4
"cantaloupe",3
"cantankerous",4
"cantata",3
"canteen",2
"canter",2
"canticle",3
"cantilever",4
"cantle",2
"canto",2
"canton",2
"cantonal",3
"cantonment",3
"cantor",2
"canvas",2
"canvass",2
"canyon",2
"caoutchouc",2
"cap",1
"capability",5
"capable",3
"capably",3
"capacious",3
"capacitate",4
"capacity",4
"caparison",4
"cape",1
"caper",2
"capeskin",2
"capillarity",5
"capillary",4
"capital",3
"capitalism",5
"capitalistic",5
"capitalization",6
"capitalize",4
"capitally",4
"capitation",4
"capitol",3
"capitulate",4
"capon",2
"capriccio",4
"caprice",2
"capricious",3
"capricorn",3
"capriole",3
"capsize",2
"capstan",2
"capsular",3
"capsule",2
"captain",2
"caption",2
"captious",2
"captivate",3
"captivation",4
"captivator",4
"captive",2
"captivity",4
"captor",2
"capture",2
"capuchin",3
"car",1
"carabao",3
"carabinier",4
"caracole",3
"carafe",2
"caramel",3
"carapace",3
"carat",2
"caravan",3
"caravansary",5
"caravel",3
"caraway",3
"carbine",2
"carbohydrate",4
"carbolated",4
"carbon",2
"carbonate",3
"carbonation",4
"carboniferous",5
"carboy",2
"carbuncle",3
"carburetor",4
"carcass",2
"carcinogen",4
"card",1
"cardiac",3
"cardigan",3
"cardinal",3
"cardiovascular",6
"care",1
"careen",2
"career",2
"carefree",2
"caress",2
"caret",2
"caretaker",3
"carfare",2
"cargo",2
"caribou",3
"caricature",4
"caries",2
"carillon",3
"carillonneur",4
"carload",2
"carminative",4
"carmine",2
"carnage",2
"carnal",2
"carnality",4
"carnally",3
"carnation",3
"carnauba",3
"carnelian",3
"carnival",3
"carnivora",4
"carnivore",3
"carnivorous",4
"carol",2
"carom",2
"carotene",3
"carousal",3
"carouse",2
"carousel",3
"carp",1
"carpel",2
"carpenter",3
"carpet",2
"carport",2
"carrel",2
"carriage",2
"carrier",3
"carrion",3
"carrot",2
"carry",2
"cart",1
"cartage",2
"cartel",2
"cartilage",3
"cartilaginous",5
"cartography",4
"carton",2
"cartoon",2
"cartridge",2
"cartwheel",2
"carve",1
"caryatid",4
"casaba",3
"cascade",2
"cascara",3
"case",1
"casein",2
"casement",2
"cash",1
"cashew",2
"cashier",2
"cashmere",2
"casing",2
"casino",3
"cask",1
"casket",2
"casque",1
"cassava",3
"casserole",3
"cassette",2
"cassia",2
"cassock",2
"cast",1
"castanets",3
"castaway",3
"caste",1
"castellated",4
"castigate",3
"castigation",4
"castigator",4
"castle",2
"castled",2
"castor",2
"castrate",2
"castration",3
"casual",3
"casualty",4
"casuistic",4
"casuistry",4
"cat",1
"cataclysm",4
"cataclysmic",4
"catacomb",3
"catalepsy",4
"cataleptic",4
"catalogue",3
"catalpa",3
"catalysis",4
"catalyst",3
"catamaran",4
"catamount",3
"catapult",3
"cataract",3
"catarrh",2
"catastrophe",4
"catastrophic",4
"catbird",2
"catch",1
"catchy",2
"catechism",4
"catechumen",4
"categorical",5
"categorize",4
"cater",2
"catercorner",4
"caterpillar",4
"caterwaul",3
"catfish",2
"cathartic",3
"cathedral",3
"catheter",3
"cathode",2
"cathodic",3
"catholic",3
"catholicism",5
"catholicity",5
"catkin",2
"catsup",2
"cattail",2
"cattle",2
"catty",2
"catwalk",2
"caucasian",3
"caucasoid",3
"caucus",2
"caudal",2
"caught",1
"cauliflower",4
"caulk",1
"causal",2
"causality",4
"causally",3
"causation",3
"causative",3
"cause",1
"causeway",2
"caustic",2
"cauterization",5
"cauterize",3
"caution",2
"cautionary",4
"cautious",2
"cavalcade",3
"cavalier",3
"cavalry",3
"cave",1
"caveat",3
"cavern",2
"caviare",3
"cavil",2
"cavity",3
"cavort",2
"cavy",2
"caw",1
"cay",1
"cayuse",2
"cease",1
"cecum",2
"cedar",2
"cede",1
"ceiling",2
"celandine",3
"celebrate",3
"celebrated",4
"celebration",4
"celebrity",4
"celerity",4
"celery",3
"celestial",3
"celibacy",4
"cell",1
"cellar",2
"cellaret",3
"cellist",2
"cello",2
"cellophane",3
"cellular",3
"cellulosic",4
"celsius",3
"celt",1
"celtuce",2
"cembalo",3
"cement",2
"cemetery",4
"cenobite",3
"cenobitic",4
"cenotaph",3
"censer",2
"censor",2
"censorial",4
"censorious",4
"censorship",3
"censure",2
"census",2
"cent",1
"centaur",2
"centavo",3
"centenarian",5
"centenary",4
"centennial",4
"center",2
"centesimo",4
"centigrade",3
"centime",2
"centimeter",4
"centimo",3
"centipede",3
"central",2
"centralization",5
"centralize",3
"centralizer",4
"centre",2
"centrifugal",4
"centrifuge",3
"centripetal",4
"centrist",2
"centurion",4
"century",3
"cephalic",3
"ceramic",3
"ceramist",3
"cereal",3
"cerebellum",4
"cerebrate",3
"cerebration",4
"cerebrum",3
"cerecloth",2
"cerement",3
"ceremonial",5
"ceremony",4
"cerise",2
"cerium",3
"certain",2
"certificate",4
"certification",5
"certify",3
"certitude",3
"cerulean",4
"cesarian",4
"cesium",3
"cessation",3
"cession",2
"cesspool",2
"chablis",2
"chafe",1
"chafer",2
"chaff",1
"chaffer",2
"chaffinch",2
"chagrin",2
"chain",1
"chair",1
"chaise",1
"chalcedony",4
"chalet",2
"chalice",2
"chalk",1
"chalkboard",2
"challenge",2
"challis",2
"cham",1
"chamber",2
"chamberlain",3
"chambray",2
"chameleon",3
"chamois",2
"chamomile",3
"champ",1
"champagne",2
"champion",3
"chance",1
"chancel",2
"chancellor",3
"chancellory",4
"chancery",3
"chancre",2
"chancy",2
"chandelier",3
"chandler",2
"change",1
"changeling",2
"channel",2
"channelization",5
"channelize",3
"chant",1
"chanticleer",3
"chantry",2
"chanty",2
"chaos",2
"chaotic",3
"chap",1
"chapbook",2
"chapel",2
"chaperone",3
"chapfallen",3
"chaplain",2
"chaplet",2
"chapman",2
"chaps",1
"chapter",2
"char",1
"charabanc",3
"character",3
"characteristic",5
"characterization",6
"characterize",4
"charactery",4
"charades",2
"charcoal",2
"chard",1
"charge",1
"charger",2
"chariot",3
"charioteer",4
"charismatic",4
"charitable",4
"charity",3
"charlatan",3
"charm",1
"charnel",2
"chart",1
"charter",2
"chartreuse",2
"charwoman",3
"chary",2
"chase",1
"chaser",2
"chasm",2
"chassis",2
"chaste",1
"chasten",2
"chastise",2
"chastity",3
"chasuble",3
"chat",1
"chateau",2
"chatelaine",3
"chattel",2
"chatter",2
"chatterbox",3
"chatty",2
"chauffeur",2
"chaunt",1
"chauvinism",4
"chauvinistic",4
"cheap",1
"cheapen",2
"cheapskate",2
"cheat",1
"check",1
"checker",2
"checkers",2
"checklist",2
"checkmate",2
"checkpoint",2
"checkroom",2
"cheddar",2
"cheek",1
"cheeky",2
"cheep",1
"cheer",1
"cheerful",2
"cheery",2
"cheese",1
"chef",1
"chela",2
"chemical",3
"chemise",2
"chemist",2
"chemotherapy",5
"chemurgic",3
"chemurgy",3
"chenille",2
"cheque",1
"cherish",2
"cheroot",2
"cherry",2
"chert",1
"cherub",2
"cherubim",3
"chess",1
"chest",1
"chesterfield",3
"chestnut",2
"chevalier",3
"cheviot",3
"chevron",2
"chew",1
"chianti",3
"chiao",1
"chiaroscuro",5
"chic",1
"chicanery",4
"chick",1
"chickadee",3
"chickenhearted",4
"chickweed",2
"chicory",3
"chid",1
"chidden",2
"chide",1
"chided",2
"chiding",2
"chief",1
"chieftain",2
"chiffon",2
"chiffonier",3
"chigger",2
"chignon",2
"chilblain",2
"child",1
"childbirth",2
"childish",2
"childless",2
"children",2
"chill",1
"chimera",3
"chime",1
"chimney",2
"chimp",1
"chimpanzee",3
"chin",1
"china",2
"chinchilla",3
"chinese",2
"chink",1
"chino",2
"chintz",1
"chip",1
"chipmunk",2
"chipper",2
"chirographic",4
"chirography",4
"chiropody",4
"chiropractic",4
"chirp",1
"chisel",2
"chit",1
"chitchat",2
"chitlins",2
"chivalric",3
"chivalrous",3
"chive",1
"chloral",2
"chlordane",2
"chloride",2
"chlorinate",3
"chlorination",4
"chlorine",2
"chloroform",3
"chock",1
"chocolate",3
"choice",1
"choir",1
"choke",1
"choler",2
"cholera",3
"choleric",3
"cholesterol",4
"chon",1
"choose",1
"choosey",2
"chop",1
"choppy",2
"chops",1
"chopstick",2
"choral",2
"chord",1
"chore",1
"chorea",3
"choreography",5
"chorister",3
"chortle",2
"chorus",2
"chose",1
"chosen",2
"chow",1
"chowder",2
"chrism",2
"christ",1
"christen",2
"christendom",3
"christian",2
"christianity",5
"christianize",3
"christmas",2
"chromatic",3
"chrome",1
"chromium",3
"chromo",2
"chromosome",3
"chronic",2
"chronicle",3
"chronograph",3
"chronological",5
"chronologist",4
"chronology",4
"chronometer",4
"chrysalis",3
"chrysanthemum",4
"chrysolite",3
"chub",1
"chubby",2
"chuck",1
"chuckle",2
"chug",1
"chukka",2
"chum",1
"chummy",2
"chump",1
"chunk",1
"church",1
"churl",1
"churn",1
"chute",1
"chutney",2
"cicada",3
"cicatrices",4
"cicatrix",3
"cicerone",4
"cider",2
"cigar",2
"cigarette",3
"cinch",1
"cinchona",3
"cincture",2
"cinder",2
"cinema",3
"cinematic",4
"cinematograph",5
"cinnabar",3
"cinnamon",3
"cipher",2
"circa",2
"circle",2
"circlet",2
"circuit",2
"circuitous",4
"circuitry",3
"circuity",4
"circular",3
"circularity",5
"circularize",4
"circulate",3
"circulation",4
"circulatory",5
"circumambulate",5
"circumcise",3
"circumcision",4
"circumference",4
"circumflex",3
"circumlocution",5
"circumscribe",3
"circumscription",4
"circumspect",3
"circumspection",4
"circumstance",3
"circumstantial",4
"circumvent",3
"circus",2
"cirrus",2
"cistern",2
"citadel",3
"citation",3
"cite",1
"citify",3
"citizen",3
"citron",2
"citronella",4
"citrus",2
"city",2
"civet",2
"civic",2
"civil",2
"civilian",3
"civility",4
"civilization",5
"civilize",3
"clack",1
"clad",1
"claim",1
"claimant",2
"clairvoyant",3
"clam",1
"clamber",2
"clammy",2
"clamor",2
"clamp",1
"clan",1
"clandestine",3
"clang",1
"clangor",2
"clank",1
"clap",1
"clapboard",2
"clapper",2
"claptrap",2
"claque",1
"claret",2
"clarification",5
"clarify",3
"clarinet",3
"clarion",3
"clarity",3
"clash",1
"clasp",1
"class",1
"classic",2
"classical",3
"classicism",4
"classification",5
"classified",3
"classmate",2
"clatter",2
"clause",1
"claustrophobia",5
"clavichord",3
"clavicle",3
"clavier",2
"claw",1
"clay",1
"clean",1
"cleanly",2
"cleanse",1
"clear",1
"clearance",2
"clearing",2
"clearstory",3
"cleat",1
"cleavage",2
"cleave",1
"clef",1
"cleft",1
"clematis",3
"clemency",3
"clench",1
"clergy",2
"cleric",2
"clerical",3
"clerk",1
"clever",2
"clew",1
"cliche",2
"click",1
"client",2
"clientele",3
"cliff",1
"climactic",3
"climate",2
"climatic",3
"climax",2
"climb",1
"clime",1
"clinch",1
"cling",1
"clinic",2
"clinical",3
"clink",1
"clinker",2
"clip",1
"clipboard",2
"clique",1
"cloak",1
"cloche",1
"clock",1
"clod",1
"clog",1
"cloisonne",3
"cloister",2
"clop",1
"close",1
"closefisted",3
"closet",2
"closure",2
"clot",1
"cloth",1
"clothe",1
"clothes",1
"clothier",2
"clothing",2
"cloture",2
"cloud",1
"clout",1
"clove",1
"cloven",2
"clover",2
"clown",1
"cloy",1
"club",1
"cluck",1
"clue",1
"clump",1
"clumsy",2
"clung",1
"cluster",2
"clutch",1
"clutter",2
"coach",1
"coadjutor",4
"coagulant",4
"coal",1
"coalesce",3
"coalescence",4
"coalfield",2
"coalition",4
"coarse",1
"coarsen",2
"coast",1
"coastline",2
"coat",1
"coauthor",3
"coax",1
"coaxial",4
"cob",1
"cobalt",2
"cobble",2
"cobbler",2
"cobblestone",3
"cobra",2
"cobweb",2
"coca",2
"cocaine",2
"cochineal",3
"cochlea",3
"cock",1
"cockade",2
"cockatiel",3
"cockatoo",3
"cockatrice",3
"cockcrow",2
"cockerel",3
"cockeye",2
"cockle",2
"cockney",2
"cocky",2
"coco",2
"cocoa",2
"coconut",3
"cocoon",2
"cod",1
"coda",2
"coddle",2
"code",1
"codeine",2
"codex",2
"codfish",2
"codger",2
"codices",3
"codicil",3
"codify",3
"codling",2
"coeducation",5
"coefficient",4
"coequal",3
"coequality",5
"coequally",4
"coerce",2
"coeval",3
"coexist",3
"coextensive",4
"coffee",2
"coffer",2
"coffin",2
"cog",1
"cogent",2
"cogitate",3
"cogitation",4
"cognac",2
"cognate",2
"cognition",3
"cognitive",3
"cognizance",3
"cognomen",3
"cogwheel",2
"cohabit",3
"coheir",2
"cohere",2
"cohort",2
"coif",1
"coiffeur",2
"coiffure",2
"coil",1
"coin",1
"coincide",3
"coincidence",4
"coincident",4
"coitus",3
"coke",1
"cola",2
"colander",3
"cold",1
"coleslaw",2
"colic",2
"coliseum",4
"collaborate",4
"collage",2
"collapse",2
"collar",2
"collard",2
"collate",2
"collateral",4
"collation",3
"colleague",2
"collect",2
"collected",3
"collective",3
"colleen",2
"college",2
"collegian",3
"collegiate",3
"collide",2
"collie",2
"collier",2
"collocation",4
"collodion",4
"colloid",2
"colloidal",3
"colloquial",4
"colloquium",4
"colloquy",3
"collusion",3
"cologne",2
"colon",2
"colonel",2
"colonial",4
"colonist",3
"colonization",5
"colonizer",4
"colonnade",3
"colony",3
"color",2
"coloration",4
"coloratura",5
"colored",2
"colorfast",3
"colossal",3
"colossus",3
"colporteur",3
"colt",1
"columbine",3
"column",2
"columnar",3
"columnist",3
"coma",2
"comb",1
"combat",2
"combatant",3
"combative",3
"comber",2
"combination",4
"combine",2
"combings",2
"combo",2
"combustible",4
"come",1
"comeback",2
"comedian",4
"comedown",2
"comedy",3
"comely",2
"comestible",4
"comet",2
"comeuppance",3
"comfit",2
"comfort",2
"comfortable",3
"comforter",3
"comic",2
"coming",2
"comity",3
"comma",2
"command",2
"commandant",3
"commandeer",3
"commander",3
"commandment",3
"commando",3
"commemorate",4
"commence",2
"commend",2
"commendation",4
"commensurate",4
"comment",2
